Numéro d'AMM,Nom du produit,Firme,Substance active,Unité
2160696,SHOSHI,LAINCO S.A,hexythiazox (Hexythiazox) 100 g/kg,kg/ha
2120087,DELEGATE,DOW AGROSCIENCES SAS,spinÃ©torame (Spinetoram) 250 g/kg,kg/ha
2160817,ALCANCE SYNC TEC,FMC CHEMICAL SPRL,Clomazone (Clomazone) 43 g/L | Pendimethalin (Pendimethalin) 298 g/L,L/ha
2150782,ALFAPLAN,ARYSTA LIFESCIENCE BENELUX SPRL,alpha-cypermÃ©thrine (Alpha-Cypermethrin) 100 g/L,L/ha
9400085,TREBON 30 EC,CERTIS EUROPE BV,etofÃ©noprox (Etofenprox) 287.5 g/L,L/ha
2160385,ATLAS PROPICONAZOLE 250,WHYTE CHEMICALS SARL,propiconazole (Propiconazole) 250 g/L,L/ha
2160931,KEYNOTE,BAYER SAS,bixafÃ¨ne (Bixafen) 65 g/L | fluopyram (Fluopyram) 65 g/L | prothioconazole (Prothioconazole) 130 g/L,L/ha
2120092,ZAMPRO MAX,BASF FRANCE SAS,amÃ©toctradine (Ametoctradin) 300 g/L | Dimethomorph (Dimethomorph) 225 g/L,L/ha
2090051,XEDAMATE 60,XEDA INTERNATIONAL S.A.,chlorprophame (Chlorpropham) 628 g/L,mL/t
2120059,ZAMMO,CHEMINOVA (DANEMARK),propyzamide (Propyzamide) 400 g/L,L/ha
2160749,ROTATE SC,HELM AG,Tebuconazole (Tebuconazole) 45 g/L | Sulphur (Sulphur) 700 g/L,L/ha
2090041,ABAK,DOW AGROSCIENCES SAS,pyroxsulame (Pyroxsulam) 75 g/kg | cloquintocet-mexyl (Cloquintocet-mexyl) 75 g/kg,kg/ha
2110112,RITMIC AMPLI,DUPONT SOLUTIONS (FRANCE) S.A.S.,Nicosulfuron (Nicosulfuron) 40 g/L,L/ha
2100040,ABACUS SP,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 62.5 g/L | pyraclostrobine (Pyraclostrobin) 85 g/L,L/ha
2150954,PRIMUS NEO,DOW AGROSCIENCES S.A.S,fluroxypyr (Fluroxypyr) 100 g/L | florasulame (Florasulam) 5 g/L,L/ha
2100144,ACANTO PRIMA,DUPONT SOLUTIONS (FRANCE) S.A.S.,cyprodinil (Cyprodinil) 300 g/kg | picoxystrobine (Picoxystrobin) 80 g/kg,kg/ha
9700369,ZEPPLIN,BASF FRANCE SAS,chloridazone (Chloridazon) 325 g/L | quinmÃ©rac (Quinmerac) 100 g/L,
2120090,ZAMPRO MZ,BASF FRANCE SAS,amÃ©toctradine (Ametoctradin) 80 g/kg | mancozÃ¨be (Mancozeb) 480 g/kg,kg/ha
9500339,ZETANIL C,OXON ITALIA,chlorothalonil (Chlorothalonil) 375 g/L | cymoxanil (Cymoxanil) 50 g/L,L/ha
9500349,ZETANIL F,OXON ITALIA,cymoxanil (Cymoxanil) 40 g/L | folpel (Folpet) 334 g/L,L/ha
9500348,ZETANIL M,OXON ITALIA,cymoxanil (Cymoxanil) 6 % | mancozÃ¨be (Mancozeb) 70 %,kg/ha
9500347,ZETANIL TRIPLE,OXON ITALIA,sulfate de cuivre (Copper compounds) 18 % | cymoxanil (Cymoxanil) 3.43 % | mancozÃ¨be (Mancozeb) 11.5 %,kg/ha
2130270,ZETANIL WG,OXON ITALIA,cymoxanil (Cymoxanil) 45 g/kg | mancozÃ¨be (Mancozeb) 650 g/kg,kg/ha
2130087,XENON PRO,DE SANGOSSE,metaldÃ©hyde (Metaldehyde) 40 g/kg,kg/ha
2090175,XOKKO SELECT WG,FMC CHEMICAL SPRL,carfentrazone-Ã©thyl (Carfentrazone-ethyl) 15 g/kg | MCPB (MCPB) 600 g/kg,kg/ha
2150083,GARVINE,SAPEC AGRO S.A.,chlorpyriphos-mÃ©thyl (Chlorpyrifos-methyl) 225 g/L,L/ha
2110102,VIBRANCE GOLD,SYNGENTA FRANCE SAS,difÃ©noconazole (Difenoconazole) 25 g/L | fludioxonil (Fludioxonil) 25 g/L | Sedaxane (Sedaxane) 50 g/L,L/q
2140147,DELTASTAR,SAPEC AGRO S.A.,deltamÃ©thrine (Deltamethrin) 15 g/L,L/hL
2120206,EFILOR,BASF FRANCE SAS,boscalide (Boscalid) 133 g/L | mÃ©tconazole (Metconazole) 60 g/L,L/ha
2100114,GLAZENN,SYNGENTA FRANCE SAS,cyprodinil (Cyprodinil) 375 g/kg | fludioxonil (Fludioxonil) 250 g/kg,kg/ha
6600031,IMIDAN,GOWAN FRANCE,phosmet (Phosmet) 500 g/kg,kg/hL
9800453,YETI,ADAMA FRANCE SAS,cyproconazole (Cyproconazole) 80 g/L | prochloraz (Prochloraz) 300 g/L,L/ha
9900383,YOREL,BAYER SAS,iprovalicarbe (Iprovalicarb) 60 g/kg | mancozÃ¨be (Mancozeb) 600 g/kg,kg/ha
2010143,WINCH EV,DOW AGROSCIENCES SAS,isoxabÃ¨ne (Isoxaben) 107 g/L | oryzalin (Oryzalin) 429 g/L,L/ha
9500150,WINCH,DOW AGROSCIENCES SAS,isoxabÃ¨ne (Isoxaben) 107 g/L | oryzalin (Oryzalin) 429 g/L,L/ha
2150101,SANORA,CHEMINOVA A/S,thirame (Thiram) 650.4 g/L,L/q
2000210,YUCCA,ISAGRO SPA,cuivre de l'oxychlorure de cuivre (Copper compounds) 357.5 g/L,L/hL
2060079,GIBBALIN,GLOBACHEM NV,gibbÃ©relline A4A7 (Gibberellins) 19 g/L | 6-BenzyladÃ©nine (6-Benzyladenine) 19 g/L,L/ha
2030259,GIBB PLUS,GLOBACHEM NV,gibbÃ©relline A4A7 (Gibberellins) 10 g/L,L/hL
